"time" "x" "z" "v.x" "v.z" "d" "speed"
58233600 9063036528.28365 44254461989.7283 -53008.5999083904 15060.8653341607 45172956922.4034 55106.6359784511
58320000 4444909896.58756 45317135694.4405 -53794.4576288621 9539.08418606902 45534602354.0023 54633.6690941799
58406400 -216001624.071598 45903887810.6503 -54002.7388764187 4054.35660601325 45904396007.7286 54154.7192185814
58492800 -4870855879.75696 46020472762.8919 -53658.8674790365 -1335.34086422752 46277523165.3708 53675.4803830993
58579200 -9473215986.6249 45677361328.1197 -52792.9185530903 -6578.76362155425 46649363972.3936 53201.244159714
58665600 -13979394971.8989 44889165815.8245 -51438.2202182484 -11631.3243380675 47015536702.4662 52736.8770887919
58752000 -18348682373.1862 43674072932.4739 -49630.1459478868 -16454.7659668502 47371919861.2757 52286.81200678
58838400 -22543475800.4275 42053318783.864 -47405.1194598389 -21016.6963556596 47714671977.3043 51855.0564237239
58924800 -26529335679.2189 40050704125.1484 -44799.8217449337 -25290.0238147593 48040238888.882 51445.2070938481
59011200 -30274980609.7052 37692163336.2775 -41850.5910352561 -29252.3532974293 48345357873.1883 51060.4753546016
59097600 -33752238050.3877 35005384939.3763 -38592.9901999045 -32885.3726993598 48627055721.7271 50703.7141651943
59184000 -36935963484.5974 32019484761.6894 -35061.5224856858 -36174.2568618196 48882643166.4611 50377.4475188964
59270400 -39803941738.2421 28764729168.0909 -31289.4679815516 -39107.1119260406 49109708022.0906 50083.8997060373
59356800 -42336777599.459 25272303977.6995 -27308.8231664238 -41674.4661812308 49306105969.2134 49825.0233740592
59443200 -44517785413.0702 21574125233.1403 -23150.3213782414 -43868.8176704979 49469951462.0682 49602.5255780717
59529600 -46332883199.5033 17702686465.2747 -18843.5183110663 -45684.2399076817 49599608603.9661 49417.8910748133
59616000 -47770496468.472 13690937468.0529 -14416.9287180403 -47116.0464010484 49693682713.1823 49272.402642116
59702400 -48821475672.5275 9572189583.72854 -9898.20280719266 -48160.5130752498 49751013057.7261 49167.1581290156
59788800 -49479030263.4012 5380042502.88001 -5314.33367994446 -48814.6569045453 49770666995.1224 49103.084130941
59875200 -49738681769.9733 1148327831.19372 -691.888842450654 -49076.0692158194 49751935852.0105 49080.9461995814
59961600 -49598237721.8205 -3088935263.43469 3942.73948285639 -48942.8025196356 49694332736.9622 49101.3555118973
60048000 -49057787857.4829 -7297576922.41393 8563.06938385798 -48413.310550082 49597592465.848 49164.7718970753
60134400 -48119723736.5147 -11443310609.0924 13142.2530765105 -47486.4422717237 49461673750.2347 49271.5030778725
60220800 -46788782581.6176 -15491769002.9594 17652.7927129991 -46161.4918768831 49286763763.8234 49421.6999188379
60307200 -45072115894.3771 -19408546674.6539 22066.2515992685 -44438.3081437645 49073285148.0149 49615.347326431
60393600 -42979383091.5896 -23159255222.0144 26352.9653560188 -42317.4683293724 48821905671.2458 49852.2507903401
60480000 -40522869867.7422 -26709596081.3399 30481.7583050411 -39800.5225046917 48533550304.3647 50132.017523868
60566400 -37717630568.7687 -30025457976.5227 34419.6734538968 -36890.3165114079 48209415910.4012 50454.032276764
60652800 -34581652943.6921 -33073045873.8023 38131.7267742436 -33591.4020739658 47850988325.0974 50817.4269328977
60739200 -31136042535.3011 -35819049590.8045 41580.7009509626 -29910.5437023591 47460061718.7608 51221.0436846431
60825600 -27405222503.3149 -38230860652.9349 44726.9985372309 -25857.3313018314 47038759833.9957 51663.391102425
60912000 -23417142621.8432 -40276846921.6992 47528.5809192999 -21444.9061128476 46589558556.8884 52142.5929772512
60998400 -19203488632.0925 -41926695016.9048 49941.0268359443 -16690.8038136003 46115309070.6704 52656.3300408659
61084800 -14799879981.1503 -43151830614.152 51917.7519272325 -11617.9127405801 45619260546.4942 53201.7749856656
61171200 -10246039847.2117 -43925926005.4416 53410.4395765073 -6255.53451655096 45105080733.6178 53775.5220136773
61257600 -5585916776.84309 -44225502831.0932 54369.7406860548 -640.520301689229 44576872556.3027 54373.5134833654
61344000 -867732448.228167 -44030634877.1227 54746.3042087984 5181.56319840323 44039184452.9869 54990.966728194
61430400 3856078572.52357 -43325750092.2695 54492.205561134 11155.3177914834 43497010966.4476 55622.3119075957
61516800 8529067160.67962 -42100523292.8471 53562.812483524 17214.5399736317 42955780148.4613 56261.1346103944
61603200 13091153406.066 -40350841904.492 51919.1362421211 23281.5458707863 42421324117.7414 56900.150142697
61689600 17479232365.2763 -38079810839.5045 49530.647896485 29266.9596625645 41899827656.5879 57531.208999427
61776000 21628041583.4129 -35298748377.495 46378.4961616939 35070.172308171 41397751385.2086 58145.3514216318
61862400 25471318716.1098 -32028106402.8131 42458.9798423158 40580.6772898195 40921726220.7689 58732.9238038653
61948800 28943262104.8506 -28298230141.5904 37787.0272464856 45680.4740254361 40478417093.7612 59283.767890673
62035200 31980279895.4215 -24149858737.6227 32399.3364269253 50247.6563557794 40074355630.9598 59787.4900807316
62121600 34522980898.8811 -19634265182.8323 26356.751523686 54161.1805745425 39715747247.3361 60233.8097094109
62208000 36518320609.163 -14812938205.7811 19745.4049685435 57306.646596684 39408259012.5713 60612.9751912
62294400 37921776861.4143 -9756733633.5948 12676.1988096533 59582.7176585354 39156800322.8534 60916.2232893553
62380800 38699398441.7612 -4544463421.38665 5282.32924808643 60907.6186952894 38965312619.5917 61136.2496185034
62467200 38829550990.0473 739055995.428252 -2285.2217539481 61225.0084332795 38836583704.7114 61267.6415093634
62553600 38304186072.9355 6005408289.70159 -9864.00995853456 60508.4682543497 38772098207.8102 61307.205310222
62640000 37129520883.2087 11165284957.4678 -17287.7050367965 58764.0550030627 38771960347.6287 61254.2154128372
62726400 35326016286.2487 16131318390.5295 -24394.2357154008 56030.4392201483 38834866546.3517 61110.4643685619
62812800 32927669369.6903 20820818022.7554 -31033.5779249006 52376.6410166199 38958155413.9353 60880.1731518952
62899200 29980673794.6739 25158215772.89 -37074.3952754276 47897.6280973159 39137917957.6269 60569.7413102238
62985600 26541580007.238 29077057781.1707 -42408.9108781994 42708.3677667552 39369159992.1836 60187.3774073558
63072000 22675126872.9897 32521452756.0459 -46955.7351317779 36937.0778480887 39646012007.1352 59742.6881025741
63158400 18451908304.3162 35446902360.6942 -50660.5047652661 30718.3962262068 39961929470.9287 59246.1527002537
63244800 13946085144.5789 37820596362.9165 -53494.8103157355 24187.1717571543 40309934260.7564 58708.7217398455
63331200 9233238768.71366 39621194113.658 -55453.64938402 17473.2755157698 40682818500.5937 58141.4016622907
63417600 4388492764.52108 40838213610.8233 -56551.9966622323 10697.6814665678 41073331489.7573 57554.9191229149
63504000 -515047879.533253 41471142327.4461 -56820.9582910057 3969.86084801554 41474340504.2383 56959.4688902628
63590400 -5407523042.99367 41528375246.2822 -56303.9139953262 -2613.62781588103 41878959586.6054 56364.5436560346
63676800 -10223220493.284 41026074091.2117 -55052.9253492376 -8969.54572940091 42280645602.8275 55778.8251946968
63763200 -14901186780.5765 39987027465.4315 -53125.6095476891 -15027.6142811768 42673267193.769 55210.1401990372
63849600 -19385591431.8358 38439565734.7796 -50582.5558024076 -20729.6236829986 43051148289.4534 54665.4575535815
63936000 -23625892258.1328 36416572719.2584 -47485.3112096171 -26028.2211680975 43409095286.7015 54150.9286887084
64022400 -27576849716.7023 33954600514.1225 -43894.8754880741 -30885.523938505 43742399755.5144 53671.9263961104
64108800 -31198435704.8612 31093129864.5638 -39870.6913196947 -35271.7416828632 44046851365.3926 53233.1455735335
64195200 -34455662460.2391 27873891849.2857 -35469.9607440185 -39163.7422622955 44318692697.3213 52838.5921762656
64281600 -37318376764.4979 24340386285.8996 -30747.3697008955 -42543.8641230752 44554636670.9889 52491.7242815115
64368000 -39761040398.2462 20537444178.068 -25755.0122755607 -45398.7784845218 44751837358.015 52195.4954493293
64454400 -41762505257.0395 16510894909.4731 -20542.5135281807 -47718.5269173885 44907866750.2245 51952.4077711613
64540800 -43305815018.2047 12307312502.5617 -15157.302463198 -49495.7173806583 45020701409.759 51764.5617868718
64627200 -44378029108.3766 7973821868.10067 -9644.99293586835 -50724.8716919735 45088704824.2475 51633.695363591
64713600 -44970086232.557 3557957702.12033 -4049.8470090657 -51401.9271267847 45110616475.2122 51561.2196630774
64800000 -45076709458.1182 -892442114.364489 1584.70739865103 -51523.8752591256 45085543009.9172 51548.2397299586
64886400 -44696358034.4064 -5329316818.71755 7215.5146686923 -51088.5412987153 45012954127.6076 51595.5686465869
64972800 -43831229344.6435 -9704450256.29764 12799.0995759525 -50094.4996794049 44892683375.353 51703.731471578
65059200 -42487312178.6851 -13969536789.8625 18291.0541200728 -48541.1270440321 44724933250.843 51872.9570732988
65145600 -40674496552.1522 -18076258679.5017 23645.4166760638 -46428.8112884942 44510288671.4892 52103.1692649045
65232000 -38406731954.4487 -21976387423.9563 28814.0505189229 -43759.3040518646 44249730661.6514 52393.9519258718
65318400 -35702246801.824 -25621926664.8423 33746.0319131369 -40536.269282519 43944664667.2484 52744.5143804296
65404800 -32583802106.4061 -28965299048.6805 38387.1131666218 -36765.9853651353 43596934624.9128 53153.6276949783
65491200 -29079011764.7959 -31959619333.2393 42679.2110653722 -32458.3241689208 43208867066.1786 53619.5660651719
65577600 -25220686928.3324 -34559052368.6764 46560.0529708658 -27627.9379668545 42783304567.9956 54140.0174450489
65664000 -21047205467.6768 -36719284311.2283 49963.0023055928 -22295.7148659307 42323642309.3218 54711.9776719097
65750400 -16602889085.7028 -38398135606.1657 52817.1588546972 -16490.5241871871 41833870775.0268 55331.6334247465
65836800 -11938356921.9999 -39556345159.8414 55047.8547887171 -10251.2527935156 41318625441.8219 55994.2363165732
65923200 -7110805458.98075 -40158518150.9362 56577.6741862202 -3629.02070663418 40783208975.6868 56693.9415423841
66009600 -2184181020.55742 -40174292568.194 57328.162601068 3310.40844588183 40233623128.9876 57423.6626426167
66096000 2770836827.76267 -39579711488.0357 57222.4096941332 10484.2416790226 39676581231.2784 58174.9387175215
66182400 7677116666.99263 -38358784296.9438 56188.6282171818 17790.5417521944 39119489427.3696 58937.808890094
66268800 12451708988.8518 -36505207520.5837 54164.8434461572 25106.7150295888 38570393216.351 59700.7320317239
66355200 17006941248.9918 -34024185695.1293 51104.7323259889 32289.0695889289 38037892460.8515 60450.6218415466
66441600 21252061838.2935 -30934216843.0497 46984.3793786125 39174.0086381811 37530999241.5799 61172.9912492243
66528000 25095460695.1163 -27268671327.3553 41809.4320987507 45581.3632904223 37058906938.2714 61852.1567274214
66614400 28447567347.8336 -23077004184.5962 35622.172473447 51320.4494045612 36630754976.4593 62471.8152354654
66700800 31224242160.4044 -18425289775.5744 28507.1134255536 56198.8487993215 36255269986.658 63015.6022126773
66787200 33350608902.3943 -13395898951.6554 20594.1812171915 60033.8665561073 35940412113.4333 63467.9874715043
66873600 34764960067.103 -8086105639.05472 12058.1086495791 62665.5781680756 35692962231.6951 63815.1445296824
66960000 35422461586.1823 -2605535647.34142 3113.27334720831 63970.2576685042 35518158747.8029 64045.9704986134
67046400 35298177852.9427 2927504936.23363 -5996.25636548279 63872.1155859766 35419368216.9748 64152.9597121516
67132800 34389048224.8723 8390539648.62255 -15010.644614961 62351.3917001626 35397850124.0923 64132.7958123125
67219200 32714560115.5367 13661933333.8361 -23670.6030393376 59447.4394750981 35452656684.2494 63986.6822736681
67305600 30315979263.5723 18625930675.5108 -31733.9186092968 55256.0604320848 35580667394.5035 63720.2778146461
67392000 27254229659.3121 23177219479.5146 -38989.8660316535 49921.5219390484 35776759734.8351 63343.2554095318
67478400 23606688808.7661 27224632170.9332 -45269.7486457466 43624.6549365929 36034099868.8261 62868.5983682305
67564800 19463265643.6471 30693697409.2508 -50452.4925751336 36568.9138035011 36344487479.7516 62311.631850015
67651200 14922233026.9394 33528001423.3049 -54465.47120715 28966.5309126243 36698772703.6125 61689.119518185
67737600 10086152488.3311 35689397170.3596 -57281.1756553929 21026.2956401333 37087242313.2476 61018.3430847664
67824000 5058228326.41421 37157274799.7303 -58911.0535742057 12944.036311401 37499983257.9271 60316.3353433695
67910400 -60734023.8189921 37927140944.0893 -59397.8376676086 4896.18786448363 37927189571.7896 59599.2934118509
67996800 -5174683413.96738 38008773016.2485 -58807.5519000355 -2963.70838342058 38359407902.5666 58882.1851484584
68083200 -10194007656.2936 37424180090.2687 -57222.0493181804 -10506.0610294035 38787717740.6127 58178.5204910353
68169600 -15036615647.8718 36205556286.1104 -54732.6121004527 -17624.4579256199 39203853332.6576 57500.2638647038
68256000 -19628521802.3206 34393355877.7339 -51434.8373093814 -24233.6956779413 39600275209.6072 56857.844623707
68342400 -23904044031.7452 32034573191.3788 -47424.8374578372 -30267.144595642 39970203910.2307 56260.245732451
68428800 -27805729043.3864 29181260563.7764 -42796.6126189559 -35673.8638994963 40307623791.6009 55715.1201845312
68515200 -31284093765.0801 25889294099.5334 -37640.4187444942 -40415.7476205051 40607266242.3175 55228.9215808641
68601600 -34297258906.0607 22217385315.614 -32041.9738736438 -44464.8846286542 40864583427.8513 54807.0620883733
68688000 -36810545599.9816 18226302040.5324 -26082.2495700627 -47801.2429857357 41075714886.5487 54454.0409300943
68774400 -38796073601.0762 13978274490.8493 -19837.7250990958 -50410.7072268011 41237452450.4321 54173.5612657461
68860800 -40232396550.6781 9536555655.28628 -13380.9712332667 -52283.4828390135 41347208200.5229 53968.6294890183
68947200 -41104198047.2211 4965103943.90686 -6781.46429030331 -53412.857629397 41402987262.7444 53841.634615406
69033600 -41402065398.9672 328358140.925378 -106.56012366917 -53794.3012754815 41403367476.1977 53794.4068168543
69120000 -41122351054.3721 -4308924268.45065 6577.42404326485 -53424.8818292172 41347485831.5504 53828.2500691852
69206400 -40267137504.9486 -8881789759.32906 13204.0494936485 -52303.0159524021 41235040344.0007 53943.9746472944
69292800 -38844292917.6849 -13325207381.3588 19705.5599746715 -50428.4958256192 41066290848.2264 54141.8718290185
69379200 -36867641627.9794 -17574200018.9024 26011.6571920027 -47802.8721873024 40842080083.0897 54421.6951153659
69465600 -34357235491.7041 -21564025567.0748 32048.2910355567 -44430.1786154613 40563861124.0334 54782.6042654193
69552000 -31339728970.857 -25230436999.1836 37736.5014434884 -40318.0502106647 40233736629.0598 55223.0813517689
69638400 -27848846695.365 -28510055857.5496 42991.3893388046 -35479.2805770897 39854504729.8613 55740.8190426776
69724800 -23925935416.4952 -31340903480.3238 47721.2847749381 -29933.8873267504 39429717428.8286 56332.5716709376
69811200 -19620571995.8252 -33663134184.2222 51827.2794303132 -23711.734158015 38963745309.5606 56993.975382738
69897600 -14991194525.9688 -35420022745.1838 55203.2953593131 -16855.7586931411 38461850249.1075 57719.3244905809
69984000 -10105691932.6999 -36559261998.5469 57736.9809131514 -9425.79391342356 37930260311.7489 58501.3209753758
70070400 -5041855079.94968 -37034583317.4614 59311.7527667764 -1502.80544089128 37376204517.6501 59330.7883013565
70156800 112387736.901065 -36807798293.4869 59810.3444620927 6806.4903008931 36807969873.6215 60196.3920421344
70243200 5259131617.2711 -35851208405.3248 59120.2993241483 15365.2281927657 36234894914.8443 61084.3681279643
70329600 10291247748.3425 -34150381808.06 57141.8062951461 24002.8434500731 35667328998.0346 61978.4036609585
70416000 15093877394.5248 -31707145389.266 53797.810182394 32513.3058871268 35116494750.1455 62859.5214755153
70502400 19546931175.0522 -28542632070.5209 49046.4032838114 40656.4263635188 34594282242.5231 63706.3158543209
70588800 23528701953.9953 -24700010899.873 42894.3876187384 48163.5826855516 34112905975.5071 64495.419886179
70675200 26920656044.5345 -20246506615.3571 35410.471458929 54748.9723674101 33684458612.1527 65202.3884856303
70761600 29613257762.3882 -15274177662.3527 26735.5372382138 60126.8832780729 33320347215.5192 65802.9713930223
70848000 31512449159.9508 -9898973444.57628 17087.0939598691 64034.1420056428 33030654357.9583 66274.732156322
70934400 32546161817.7192 -4257696611.42775 6755.125911124 66255.3861421784 32823476803.9604 66598.8582403956
71020800 32670044180.8023 1497186890.33916 -3912.04861490041 66647.2097061194 32704332363.7737 66761.9254214316
71107200 31871530827.7762 7204628109.9312 -14531.4384062117 65156.4916168913 32675696526.7505 66757.2550512344
71193600 30171581793.0583 12703231008.5974 -24715.2525405146 61828.8750028856 32736774825.1564 66585.6853404984
71280000 27623730074.0472 17839727029.831 -34102.2377066237 56805.219414032 32883526631.1675 66255.5323673079
71366400 24310579747.7121 22476633113.3152 -42384.8974100975 50306.7724236712 33108961381.7838 65781.8430887394
71452800 20338262438.4353 26498242095.2715 -49328.3012378831 42612.0572490644 33403618863.1455 65184.8811152776
71539200 15829729002.4717 29814434493.9167 -54778.5089355062 34030.4035908226 33756196830.8598 64488.3974816525
71625600 10917756928.2447 32362223584.0075 -58661.0096357346 24876.6622881694 34154222749.8377 63717.8340661653
71712000 5738438892.43546 34105297075.4853 -60971.575445442 15450.519695925 34584692705.4343 62898.7406167515
71798400 425677233.34386 35032039291.3856 -61762.6430009909 6022.10703858861 35034625415.7251 62055.5383801645
71884800 -4893062270.78582 35152587406.638 -61128.2338824344 -3175.99054588758 35491498415.3546 61210.6844720198
71971200 -10099707330.0946 34495443527.8386 -59189.6876294957 -11951.2522610964 35943562877.5984 60384.199525088
72057600 -15087407460.9494 33104052941.5065 -56083.585822704 -20149.8665257654 36380052020.9466 59593.504006215
72144000 -19761426342.8773 31033611785.204 -51952.3851406626 -27652.8245465561 36791290158.6737 58853.4538256368
72230400 -24039340791.4494 28348279353.4426 -46937.8185693565 -34370.7850123174 37168734818.2348 58176.5388658759
72316800 -27850783173.6915 25118848263.7902 -41176.6612694977 -40238.6150828078 37504968490.6853 57573.1150545575
72403200 -31136901794.0851 21420880453.3684 -34798.4556007816 -45210.1880229015 37793660483.3667 57051.674938302
72489600 -33849691410.8134 17333271290.4089 -27924.7202670515 -49253.7734877655 38029513568.204 56619.1151889288
72576000 -35951305273.6753 12937178347.9548 -20669.20901548 -52348.1729726342 38208205067.6001 56280.9684964503
72662400 -37413423425.4386 8315249879.55706 -13138.9084355748 -54479.6240801315 38326330804.9522 56041.5948630199
72748800 -38216728499.0161 3551087837.86821 -5435.5323899723 -55639.4536464871 38381356958.8122 55904.3273319877
72835200 -38350530237.6694 -1271113159.99348 2342.65240578151 -55822.4631482734 38371589726.983 55871.5975450376
72921600 -37812551320.5961 -6066822175.93486 10098.821538446 -55025.9525725685 38296153445.0541 55944.987737812
73008000 -36608894991.5805 -10751370368.2862 17735.4199845284 -53249.3958963781 38154988629.2819 56125.2464168917
73094400 -34754205182.695 -15240147542.9412 25151.962027319 -50494.7816898784 37948871854.2658 56412.2696913728
73180800 -32272009902.969 -19448855505.5675 32242.8328380615 -46767.619621732 37679445373.4894 56805.021912734
73267200 -29195267447.3476 -23293889000.3277 38895.1156686289 -42078.7415702242 37349282537.7107 57301.4006374167
73353600 -25567072270.228 -26692897487.336 44986.7298179789 -36446.933814464 36961952880.5025 57898.0556166764
73440000 -21441521139.8015 -29565626445.1229 50384.9019536666 -29902.591398411 36522117899.7208 58590.1298617858
73526400 -16884674460.5755 -31835113847.7606 54945.3925635692 -22492.4528840932 36035631052.3277 59370.9238660464
73612800 -11975542801.2399 -33429346712.926 58512.8692521871 -14285.5185663326 35509644422.8515 60231.4860254384
73699200 -6806968892.43154 -34283499095.8572 60923.0880567335 -5380.14252373331 34952727157.665 61160.1879652457
73785600 -1486212232.7646 -34342781279.6694 62007.5546003703 4088.14578392028 34374924768.2672 62142.173790981
73872000 3865001503.31992 -33566012225.7034 61601.6468501226 13938.5801152076 33787799770.8749 63158.9020667339
73958400 9111324903.25338 -31929843152.2273 59556.9866232018 23938.2150188686 33204384126.4746 64187.7931847312
74044800 14105890772.3424 -29433467223.7672 55758.5012141492 33797.9697525208 32639012658.0728 65202.0951890397
74131200 18694081519.309 -26103440974.4715 50145.7989787422 43174.2702232559 32106982333.416 66171.1324107964
74217600 22719275805.646 -21998028075.6278 42737.1287000922 51679.200822071 31624021444.9257 67061.1807764834
74304000 26030669769.012 -17210213387.2598 33652.2591128152 58901.650203581 31205563822.1515 67837.1501472539
74390400 28492829806.9358 -11868363463.0101 23128.6528001059 64440.0813703272 30865829029.8045 68465.0178365729
74476800 29996074603.8447 -6133639424.3741 11524.4366587025 67944.2816620019 30616760511.6488 68914.7157787499
74563200 30466413643.5689 -193632294.169755 -696.71375589622 69159.9014770108 30467028961.9186 69163.4107195957
74649600 29873285132.0967 5747646523.45076 -13000.3660376521 67966.087219237 30421186780.6317 69198.255245388
74736000 28233605368.8502 11482339147.0214 -24831.0364694604 64396.5763282858 30479182804.1892 69018.1093261211
74822400 25611193743.0099 16812210997.1703 -35667.5152800603 58638.0958597431 30636313152.1299 68633.795846578
74908800 22111618545.7965 21560959022.491 -45071.7761340446 51006.1069055436 30883630432.3884 68066.7903278624
74995200 17873432290.9552 25583689211.3935 -52722.0273343395 41904.2582861346 31208728515.025 67346.7076311375
75081600 13057447785.8997 28772503904.7837 -58425.232174372 31777.7912111077 31596739129.7313 66508.1631748016
75168000 7835759005.89413 31058191366.4863 -62111.0025633462 21070.4935381905 32031396631.3637 65587.6690953942
75254400 2381903068.13931 32408598892.4925 -63812.2678509457 10191.8898131435 32496011207.5387 64621.0503338045
75340800 -3136976002.59793 32824703191.2651 -63639.5699315888 -502.889269923929 32974259021.7812 63641.556853171
75427200 -8565684362.96 32335473602.5766 -61755.0027839967 -10721.5106856661 33450766832.8962 62678.793544821
75513600 -13764427773.3969 30992416504.5138 -58349.5292381197 -20234.0262758858 33911492929.6591 61758.2656949126
75600000 -18610506465.7603 28864418578.0293 -53625.4551978474 -28866.7790721841 34343931207.1258 60901.3988277661
75686400 -22998737332.6951 26033250736.1296 -47784.2591777248 -36493.5414277065 34737185591.0708 60125.8180077386
75772800 -26841026982.2925 22589887280.8211 -41019.1926082233 -43025.9130270514 35081957425.7817 59445.8018201615
75859200 -30065479524.0599 18631635178.9276 -33511.6008148951 -48404.2787172785 35370480466.8005 58872.7575990531
75945600 -32615310475.8092 14259995470.9756 -25429.972465256 -52589.9957453049 35596431678.8308 58415.6755680773
76032000 -34447766381.6633 9579138232.60513 -16930.8724824843 -55559.0613262095 35754838804.9088 58081.5266540717
76118400 -35533178481.1751 4694850683.79748 -8161.0754795926 -57297.2548773142 35841992075.193 57875.5437940717
76204800 -35854240970.6282 -286144670.12976 739.486171488893 -57796.7438279606 35855382780.7223 57801.4743489535
76291200 -35405561102.1245 -5256644889.55268 9634.33885818308 -57053.9781506021 35793659668.3146 57861.7050219199
76377600 -34193524500.2399 -10109289447.0498 18386.7975804052 -55068.8775850015 35656624221.4926 58057.3475430515
76464000 -32236468299.72 -14736870951.3486 26856.184370492 -51845.1953249272 35445243035.9216 58388.1744638562
76550400 -29565194058.324 -19032728702.7225 34894.0439497589 -47392.232150745 35161704474.8658 58852.5103236711
76636800 -26223799002.3148 -22891354943.0843 42340.5369792885 -41727.9884520209 34809506822.7643 59447.0023798213
76723200 -22270791948.7692 -26209335071.5633 49021.3351097519 -34883.9413142518 34393566533.8569 60166.2750846249
76809600 -17780455923.0012 -28886792700.5578 54745.3915649403 -26911.7723213852 33920368591.0809 61002.4703358537
76896000 -12844325935.1596 -30829487257.5678 59304.3651577249 -17892.140678811 33398113618.7832 61944.6238573707
76982400 -7572637657.1324 -31951816835.3604 62474.7191523313 -7945.79453853617 32836921904.5671 62977.9817397423
77068800 -2095380131.97371 -32180769064.4383 64023.9183304506 2753.82829695521 32248914950.3697 64083.1154725901
77155200 3437377305.43446 -31461092319.3879 63722.4142973719 13966.9803023782 31648315795.1409 65235.133345866
77241600 8856545120.70154 -29761562458.0137 61363.2420159264 25375.6120743619 31051392745.2099 66403.0809439868
77328000 13977107167.1698 -27082094359.2274 56790.1054928728 36576.4979841344 30476209732.2591 67549.6579315914
77414400 18603999624.4929 -23461038152.8373 49933.3841196377 47084.7033229453 29942096006.0751 68631.7137819614
77500800 22541322291.0637 -18981535907.9129 40850.2420969263 56353.2129666005 29468795632.8892 69601.9172942565
77587200 25604960409.024 -13775313145.9571 29760.8186270675 63813.3076295643 29075303090.7137 70411.9631595272
77673600 27637648898.9932 -8022038525.92329 17068.2467369266 68935.1892720834 28778338012.7383 71016.7963699474
77760000 28524700859.5561 -1942854953.68904 3350.62614787217 71301.2692670512 28590789504.633 71379.9530307729
77846400 28207487047.0285 4212440426.17932 -10682.748432698 70675.8120397766 28520290669.1428 71478.6088389956
77932800 26691695635.3355 10183313390.4576 -24266.8382575104 67050.9072167149 28568277643.1772 71307.1076232986
78019200 24048241620.6686 15718791847.9487 -36672.1896756724 60653.4756208322 28729746643.5956 70878.0191631748
78105600 20406423548.3554 20596533537.7175 -47288.9535913209 51910.0171573147 28993780640.082 70220.3319063277
78192000 15940915180.3391 24637344554.6708 -55683.0243190625 41380.3594422934 29344701795.9347 69375.307890421
78278400 10855473112.1299 27713364821.4374 -61615.3640285034 29680.1646503296 29763600021.0703 68391.2659484796
78364800 5366495562.95581 29749770815.6473 -65027.8048986922 17411.4961959434 30229921240.5651 67318.4641069872
78451200 -311167514.084328 30721313982.4926 -66007.3757779805 5113.43303973725 30722889806.0179 66205.142206232
78537600 -5974880292.97361 30645572037.4665 -64742.4316185982 -6764.29514871021 31222592461.532 65094.8395861587
78624000 -11441143939.6483 29574819705.5299 -61481.2648200335 -17868.0940097164 31710719563.9322 64025.1099757834
78710400 -16549268881.5263 27587928083.0747 -56498.8718475425 -27933.9928977946 32170981900.3082 63027.2201454186
78796800 -21162606265.4171 24783187911.0275 -50073.686773119 -36774.1245871733 32589297429.9596 62126.5671529127
78883200 -25168170694.6949 21272389122.2167 -42473.2812685842 -44260.7723169681 32953776036.8111 61343.2603291898
78969600 -28475356065.594 17176324337.0087 -33947.4849681899 -50311.1621216041 33254654122.2801 60693.0372422719
79056000 -31014293472.1508 12621478558.3708 -24726.5299376335 -54874.3217724028 33484147302.5088 60187.9761475486
79142400 -32734207636.3461 7737747082.77088 -15022.6511570685 -57920.6328155707 33636305972.8079 59837.1101703879
79228800 -33602014204.1854 2656949947.04104 -5033.88926081132 -59434.1697898501 33706894570.6863 59646.966223764
79315200 -33601304199.0345 -2488113895.96256 5050.88756393551 -59407.5727608068 33693298363.8487 59621.9017351348
79401600 -32731794893.6635 -7564271768.54045 15046.2378906873 -57839.2658216216 33594472824.3977 59764.2865384283
79488000 -31009299711.4562 -12438437968.6656 24764.0327881158 -54732.9419990613 33410947422.892 60074.5558435806
79574400 -28466224182.3996 -16978127132.4174 34007.2656701146 -50099.2770322603 33144874718.8334 60551.0666917844
79660800 -25152597473.4654 -21052222065.9799 42564.0604089037 -43960.1406146733 32800140450.576 61189.8128887044
79747200 -21137584663.6831 -24532212287.1218 50202.3726495329 -36355.5641013999 32382509555.5422 61983.9113058668
79833600 -16511430467.9054 -27294197577.0539 56666.0792680352 -27354.0751430396 31899851997.6461 62922.8890511419
79920000 -11387590632.4485 -29221911264.8804 61673.954417253 -17066.5795184017 31362355115.4051 63991.7556402333
80006400 -5904803103.47276 -30211123404.8909 64923.1860300905 -5664.07729271671 30782765910.105 65169.7925106073
80092800 -228538534.194438 -30175712741.9311 66100.415463758 6601.634767593 30176578158.3193 66429.2594124465
80179200 5448934140.86784 -29055582138.9654 64903.4683385652 19376.5830143323 29562099666.73 67734.1285592902
80265600 10910960109.3002 -26826286223.7186 61076.9451665285 32187.4131670889 28960294940.8947 69039.2844492468
80352000 15922598497.7276 -23509681569.5057 54462.5886948398 44436.2798578781 28394264745.1804 70290.5152559785
80438400 20241620779.8358 -19184121594.392 45061.0277693356 55418.4436697158 27888236465.275 71426.1865312876
80524800 23634995089.5911 -13991794147.3751 33093.6838650847 64372.8561616483 27466038963.5549 72381.3271650253
80611200 25899998138.3922 -8140051450.24553 19044.6574965039 70569.351607844 27149039415.4446 73093.9967816144
80697600 26887214598.4696 -1893954112.03538 3658.89861122283 73422.2807997679 26953837779.4824 73513.3923641616
