obs,statenum,casenum,vnumber,pnumber,atmcond,atmcond2,accday,accmon,caseyear,dayofweek,holiday,numfatal,rfun,age,ptype,sex
1687,36,672,2,4,1,0,7,8,2011,1,0,1,16,36,2,2
1688,36,672,2,5,1,0,7,8,2011,1,0,1,16,10,2,2
1689,36,672,2,6,1,0,7,8,2011,1,0,1,16,13,2,1
1690,36,672,2,7,1,0,7,8,2011,1,0,1,16,11,2,1
1691,36,673,1,1,1,0,8,9,2011,5,0,1,6,17,1,1
1692,36,673,1,2,1,0,8,9,2011,5,0,1,6,18,2,1
1693,36,673,2,1,1,0,8,9,2011,5,0,1,6,17,1,1
1694,36,674,1,1,1,0,10,9,2011,7,0,1,6,42,1,1
1695,36,675,1,1,1,0,4,9,2011,1,6,1,13,86,1,1
1696,36,675,2,1,1,0,4,9,2011,1,6,1,13,33,1,2
1697,36,676,0,1,5,0,4,9,2011,1,6,1,4,20,5,1
1698,36,676,1,1,5,0,4,9,2011,1,6,1,4,30,1,1
1699,36,677,0,1,2,10,8,9,2011,5,0,1,12,49,5,1
1700,36,677,1,1,2,10,8,9,2011,5,0,1,12,41,1,2
1701,36,678,1,1,1,0,9,9,2011,6,0,1,3,33,1,1
1702,36,678,1,2,1,0,9,9,2011,6,0,1,3,25,2,1
1703,36,678,2,1,1,0,9,9,2011,6,0,1,3,56,1,2
1704,36,679,0,1,2,0,7,9,2011,4,0,1,15,52,5,1
1705,36,679,1,1,2,0,7,9,2011,4,0,1,15,52,1,1
1706,36,679,1,2,2,0,7,9,2011,4,0,1,15,999,2,2
1707,36,679,2,1,2,0,7,9,2011,4,0,1,15,24,1,2
1708,36,679,2,2,2,0,7,9,2011,4,0,1,15,7,2,2
1709,36,679,2,3,2,0,7,9,2011,4,0,1,15,0,2,1
1710,36,680,1,1,1,0,10,9,2011,7,0,1,2,50,1,1
1711,36,681,1,1,1,0,10,9,2011,7,0,1,1,37,1,1
1712,36,682,1,1,1,0,11,9,2011,1,0,1,16,28,1,1
1713,36,683,0,1,1,0,11,9,2011,1,0,1,13,40,5,1
1714,36,683,1,1,1,0,11,9,2011,1,0,1,13,69,1,1
1715,36,683,1,2,1,0,11,9,2011,1,0,1,13,68,2,2
1716,36,684,1,1,10,0,11,9,2011,1,0,1,15,21,1,1
1717,36,685,1,1,1,0,11,9,2011,1,0,1,13,20,1,1
1718,36,685,2,1,1,0,11,9,2011,1,0,1,13,25,1,1
1719,36,685,2,2,1,0,11,9,2011,1,0,1,13,30,2,2
1720,36,685,3,1,1,0,11,9,2011,1,0,1,13,50,1,2
1721,36,686,1,1,1,0,11,9,2011,1,0,1,16,22,1,1
1722,36,687,1,1,1,0,13,9,2011,3,0,1,6,23,1,2
1723,36,688,1,1,1,0,14,9,2011,4,0,1,16,56,1,1
1724,36,689,0,1,1,0,14,9,2011,4,0,1,16,21,5,1
1725,36,689,1,1,1,0,14,9,2011,4,0,1,16,25,1,1
1726,36,689,1,2,1,0,14,9,2011,4,0,1,16,20,2,2
1727,36,690,1,1,1,0,14,9,2011,4,0,1,3,40,1,2
1728,36,690,2,1,1,0,14,9,2011,4,0,1,3,88,1,2
1729,36,691,1,1,1,0,14,9,2011,4,0,1,13,16,1,1
1730,36,691,1,2,1,0,14,9,2011,4,0,1,13,16,2,1
1731,36,691,2,1,1,0,14,9,2011,4,0,1,13,16,1,1
1732,36,692,1,1,1,0,14,9,2011,4,0,1,6,37,1,2
1733,36,692,1,2,1,0,14,9,2011,4,0,1,6,14,2,1
1734,36,692,1,3,1,0,14,9,2011,4,0,1,6,6,2,2
1735,36,692,2,1,1,0,14,9,2011,4,0,1,6,66,1,2
1736,36,693,1,1,1,0,14,9,2011,4,0,1,2,75,1,1
1737,36,693,1,2,1,0,14,9,2011,4,0,1,2,66,2,1
1738,36,694,0,1,1,0,14,9,2011,4,0,1,6,63,6,1
1739,36,694,1,1,1,0,14,9,2011,4,0,1,6,60,1,1
1740,36,694,1,2,1,0,14,9,2011,4,0,1,6,35,2,2
1741,36,695,1,1,10,0,15,9,2011,5,0,1,6,25,1,1
1742,36,695,1,2,10,0,15,9,2011,5,0,1,6,46,2,1
1743,36,696,1,1,1,0,4,8,2011,5,0,1,2,49,1,2
1744,36,696,1,2,1,0,4,8,2011,5,0,1,2,3,2,1
1745,36,696,2,1,1,0,4,8,2011,5,0,1,2,52,1,2
1746,36,697,0,1,1,0,15,9,2011,5,0,1,13,67,5,1
1747,36,697,1,1,1,0,15,9,2011,5,0,1,13,999,1,9
1748,36,698,1,1,10,0,17,9,2011,7,0,1,6,40,1,1
1749,36,699,1,1,1,0,1,9,2011,5,0,1,15,64,1,1
1750,36,700,1,1,1,0,16,9,2011,6,0,1,13,25,1,1
1751,36,700,2,1,1,0,16,9,2011,6,0,1,13,53,1,2
1752,36,701,1,1,1,0,17,9,2011,7,0,1,2,66,1,1
1753,36,701,1,2,1,0,17,9,2011,7,0,1,2,65,2,2
1754,36,702,0,1,1,0,27,8,2011,7,0,1,16,44,5,2
1755,36,702,1,1,1,0,27,8,2011,7,0,1,16,37,1,1
1756,36,703,1,1,10,0,17,9,2011,7,0,1,16,37,1,1
1757,36,704,0,1,1,0,26,8,2011,6,0,1,16,46,5,1
1758,36,704,1,1,1,0,26,8,2011,6,0,1,16,41,1,1
1759,36,705,0,1,1,0,29,8,2011,2,0,1,13,91,5,2
1760,36,705,1,1,1,0,29,8,2011,2,0,1,13,20,1,1
1761,36,706,1,1,1,0,10,9,2011,7,0,1,13,64,1,1
1762,36,707,0,1,1,0,2,9,2011,6,6,1,16,25,6,1
1763,36,707,1,1,1,0,2,9,2011,6,6,1,16,41,1,2
1764,36,707,1,2,1,0,2,9,2011,6,6,1,16,9,2,1
1765,36,708,1,1,2,10,7,9,2011,4,0,1,14,60,1,1
1766,36,708,2,1,2,10,7,9,2011,4,0,1,14,23,1,2
1767,36,709,0,1,1,0,17,9,2011,7,0,1,4,29,5,1
1768,36,709,1,1,1,0,17,9,2011,7,0,1,4,44,1,1
1769,36,710,1,1,1,0,18,9,2011,1,0,1,13,26,1,1
1770,36,711,0,1,1,0,17,9,2011,7,0,1,2,22,5,1
1771,36,711,1,1,1,0,17,9,2011,7,0,1,2,33,1,1
1772,36,711,2,1,1,0,17,9,2011,7,0,1,2,34,1,1
1773,36,712,0,1,1,0,18,9,2011,1,0,1,4,39,5,1
1774,36,712,1,1,1,0,18,9,2011,1,0,1,4,27,1,2
1775,36,712,1,2,1,0,18,9,2011,1,0,1,4,31,2,1
1776,36,712,2,1,1,0,18,9,2011,1,0,1,4,87,2,1
1777,36,713,1,1,1,0,18,9,2011,1,0,1,1,41,1,1
1778,36,714,1,1,1,0,20,9,2011,3,0,1,14,37,1,2
1779,36,714,1,2,1,0,20,9,2011,3,0,1,14,28,2,1
1780,36,714,1,3,1,0,20,9,2011,3,0,1,14,29,2,2
1781,36,714,2,1,1,0,20,9,2011,3,0,1,14,24,1,1
1782,36,715,1,1,1,0,22,9,2011,5,0,1,2,33,1,1
1783,36,716,0,1,10,0,15,9,2011,5,0,1,16,46,5,2
1784,36,716,1,1,10,0,15,9,2011,5,0,1,16,75,1,2
1785,36,717,1,1,1,0,16,9,2011,6,0,1,6,66,1,1
1786,36,717,1,2,1,0,16,9,2011,6,0,1,6,67,2,2
1787,36,718,1,1,1,0,19,9,2011,2,0,1,13,33,1,1
1788,36,718,2,1,1,0,19,9,2011,2,0,1,13,44,3,2
1789,36,718,2,2,1,0,19,9,2011,2,0,1,13,28,3,2
1790,36,719,1,1,2,10,23,9,2011,6,0,1,5,24,1,1
1791,36,720,1,1,2,0,23,9,2011,6,0,1,16,54,1,1
1792,36,720,2,1,2,0,23,9,2011,6,0,1,16,35,1,2
1793,36,720,3,1,2,0,23,9,2011,6,0,1,16,62,1,1
1794,36,720,3,2,2,0,23,9,2011,6,0,1,16,63,2,2
1795,36,721,0,1,2,10,23,9,2011,6,0,1,13,56,5,2
1796,36,721,1,1,2,10,23,9,2011,6,0,1,13,999,1,9
1797,36,721,2,1,2,10,23,9,2011,6,0,1,13,999,1,9
1798,36,722,1,1,10,0,21,9,2011,4,0,1,6,19,1,2
1799,36,722,1,2,10,0,21,9,2011,4,0,1,6,23,2,1
1800,36,722,2,1,10,0,21,9,2011,4,0,1,6,64,1,1
1801,36,723,1,1,1,0,24,9,2011,7,0,1,4,31,1,1
1802,36,724,0,1,2,0,10,3,2011,5,0,1,16,62,5,1
1803,36,724,1,1,2,0,10,3,2011,5,0,1,16,68,1,1
1804,36,725,1,1,1,0,29,5,2011,1,4,1,2,31,1,1
1805,36,726,1,1,10,0,23,9,2011,6,0,2,16,42,1,1
1806,36,726,1,2,10,0,23,9,2011,6,0,2,16,40,2,2
1807,36,726,2,1,10,0,23,9,2011,6,0,2,16,42,1,1
1808,36,726,2,2,10,0,23,9,2011,6,0,2,16,12,2,1
1809,36,727,0,1,10,0,24,9,2011,7,0,1,3,45,5,1
1810,36,727,1,1,10,0,24,9,2011,7,0,1,3,59,1,2
1811,36,728,1,1,1,0,24,9,2011,7,0,1,14,42,1,1
1812,36,728,1,2,1,0,24,9,2011,7,0,1,14,29,2,2
1813,36,729,0,1,10,0,24,9,2011,7,0,1,16,52,5,1
1814,36,729,1,1,10,0,24,9,2011,7,0,1,16,25,1,2
1815,36,729,1,2,10,0,24,9,2011,7,0,1,16,43,2,2
1816,36,729,1,3,10,0,24,9,2011,7,0,1,16,13,2,2
1817,36,729,1,4,10,0,24,9,2011,7,0,1,16,6,2,2
1818,36,730,0,1,10,0,24,9,2011,7,0,1,13,33,5,1
1819,36,730,1,1,10,0,24,9,2011,7,0,1,13,31,1,1
1820,36,730,1,2,10,0,24,9,2011,7,0,1,13,31,2,2
1821,36,731,1,1,1,0,26,9,2011,2,0,1,6,50,1,1
1822,36,732,0,1,10,0,25,9,2011,1,0,1,13,21,6,1
1823,36,732,1,1,10,0,25,9,2011,1,0,1,13,24,1,2
1824,36,733,1,1,10,0,27,9,2011,3,0,2,5,16,1,1
1825,36,733,1,2,10,0,27,9,2011,3,0,2,5,17,2,1
1826,36,733,2,1,10,0,27,9,2011,3,0,2,5,59,1,2
1827,36,734,1,1,1,0,24,9,2011,7,0,1,2,51,1,1
1828,36,734,2,1,1,0,24,9,2011,7,0,1,2,51,1,2
1829,36,735,1,1,1,0,27,9,2011,3,0,1,11,71,1,1
1830,36,735,2,1,1,0,27,9,2011,3,0,1,11,44,1,1
1831,36,735,3,1,1,0,27,9,2011,3,0,1,11,41,1,1
1832,36,736,0,1,1,0,27,9,2011,3,0,1,15,65,5,2
1833,36,736,1,1,1,0,27,9,2011,3,0,1,15,57,1,1
1834,36,737,1,1,2,10,29,9,2011,5,0,1,13,55,1,2
1835,36,738,1,1,10,0,28,9,2011,4,0,1,13,46,1,1
1836,36,738,2,1,10,0,28,9,2011,4,0,1,13,66,1,1
1837,36,739,1,1,1,0,30,9,2011,6,0,1,3,76,1,2
1838,36,739,2,1,1,0,30,9,2011,6,0,1,3,40,1,1
1839,36,739,2,2,1,0,30,9,2011,6,0,1,3,34,2,2
1840,36,739,3,1,1,0,30,9,2011,6,0,1,3,52,1,1
1841,36,739,3,2,1,0,30,9,2011,6,0,1,3,86,2,2
1842,36,740,0,1,2,0,1,10,2011,7,0,1,16,36,5,1
1843,36,740,1,1,2,0,1,10,2011,7,0,1,16,35,1,1
1844,36,741,0,1,2,0,2,10,2011,1,0,1,16,48,5,2
1845,36,741,1,1,2,0,2,10,2011,1,0,1,16,999,1,9
1846,36,742,0,1,1,0,3,10,2011,2,0,1,2,52,5,1
1847,36,742,1,1,1,0,3,10,2011,2,0,1,2,29,1,1
1848,36,742,2,1,1,0,3,10,2011,2,0,1,2,999,1,9
1849,36,743,1,1,10,0,4,10,2011,3,0,1,6,44,1,1
1850,36,744,0,1,1,0,12,9,2011,2,0,1,16,52,5,1
1851,36,744,1,1,1,0,12,9,2011,2,0,1,16,35,1,1
1852,36,744,1,2,1,0,12,9,2011,2,0,1,16,34,2,2
1853,36,745,1,1,10,0,3,10,2011,2,0,1,2,48,1,1
1854,36,745,2,1,10,0,3,10,2011,2,0,1,2,40,1,1
1855,36,745,2,2,10,0,3,10,2011,2,0,1,2,46,2,1
1856,36,745,2,3,10,0,3,10,2011,2,0,1,2,75,2,2
1857,36,745,2,4,10,0,3,10,2011,2,0,1,2,25,2,2
1858,36,746,0,1,1,0,18,9,2011,1,0,1,16,32,5,1
1859,36,746,1,1,1,0,18,9,2011,1,0,1,16,999,1,9
1860,36,747,1,1,10,0,4,10,2011,3,0,1,13,83,1,1
1861,36,748,1,1,2,0,4,10,2011,3,0,1,3,57,1,1
1862,36,748,2,1,2,0,4,10,2011,3,0,1,3,84,1,2
1863,36,749,1,1,1,0,4,10,2011,3,0,1,11,34,1,2
1864,36,750,1,1,10,0,4,10,2011,3,0,1,2,52,1,1
1865,36,750,1,2,10,0,4,10,2011,3,0,1,2,54,2,2
1866,36,750,1,3,10,0,4,10,2011,3,0,1,2,18,2,2
1867,36,750,2,1,10,0,4,10,2011,3,0,1,2,58,1,1
1868,36,751,1,1,10,0,30,8,2011,3,0,1,14,55,1,2
1869,36,751,2,1,10,0,30,8,2011,3,0,1,14,37,1,1
1870,36,752,1,1,1,0,19,8,2011,6,0,1,16,61,1,1
1871,36,753,0,1,1,0,4,10,2011,3,0,1,15,23,5,1
1872,36,753,1,1,1,0,4,10,2011,3,0,1,15,27,1,1
1873,36,753,1,2,1,0,4,10,2011,3,0,1,15,24,2,2
1874,36,753,2,1,1,0,4,10,2011,3,0,1,15,61,1,1
1875,36,754,0,1,1,0,5,10,2011,4,0,1,16,19,5,1
1876,36,754,1,1,1,0,5,10,2011,4,0,1,16,19,1,1
1877,36,755,0,1,10,0,5,10,2011,4,0,1,2,26,5,1
1878,36,755,1,1,10,0,5,10,2011,4,0,1,2,24,1,1
1879,36,756,0,1,1,0,5,10,2011,4,0,1,13,45,6,1
1880,36,756,1,1,1,0,5,10,2011,4,0,1,13,41,1,1
1881,36,757,1,1,1,0,6,10,2011,5,0,2,4,51,1,2
1882,36,757,1,2,1,0,6,10,2011,5,0,2,4,58,2,1
1883,36,757,2,1,1,0,6,10,2011,5,0,2,4,63,1,1
1884,36,757,3,1,1,0,6,10,2011,5,0,2,4,70,1,2
1885,36,757,3,2,1,0,6,10,2011,5,0,2,4,68,2,1
1886,36,758,0,1,1,0,6,10,2011,5,0,1,16,83,5,2
1887,36,758,1,1,1,0,6,10,2011,5,0,1,16,22,1,2
1888,36,758,1,2,1,0,6,10,2011,5,0,1,16,44,2,2
1889,36,758,1,3,1,0,6,10,2011,5,0,1,16,95,2,2
1890,36,758,1,4,1,0,6,10,2011,5,0,1,16,30,2,2
1891,36,758,1,5,1,0,6,10,2011,5,0,1,16,34,2,2
1892,36,759,0,1,1,0,6,10,2011,5,0,1,6,72,6,1
1893,36,759,1,1,1,0,6,10,2011,5,0,1,6,17,1,2
1894,36,760,1,1,1,0,6,10,2011,5,0,1,13,76,1,1
1895,36,760,2,1,1,0,6,10,2011,5,0,1,13,39,1,2
1896,36,761,1,1,1,0,7,10,2011,6,0,2,2,72,1,1
1897,36,761,1,2,1,0,7,10,2011,6,0,2,2,75,2,2
1898,36,761,2,1,1,0,7,10,2011,6,0,2,2,20,1,1
1899,36,761,2,2,1,0,7,10,2011,6,0,2,2,49,2,1
1900,36,762,1,1,1,0,7,10,2011,6,0,1,3,46,1,1
1901,36,763,1,1,1,0,7,10,2011,6,0,2,2,79,1,1
1902,36,763,2,1,1,0,7,10,2011,6,0,2,2,49,1,2
1903,36,764,0,1,1,0,8,10,2011,7,0,2,16,54,5,1
1904,36,764,1,1,1,0,8,10,2011,7,0,2,16,22,1,1
1905,36,764,1,2,1,0,8,10,2011,7,0,2,16,21,2,1
1906,36,764,1,3,1,0,8,10,2011,7,0,2,16,22,2,1
1907,36,764,1,4,1,0,8,10,2011,7,0,2,16,22,2,1
1908,36,765,1,1,1,0,5,10,2011,4,0,1,6,27,1,1
1909,36,765,1,2,1,0,5,10,2011,4,0,1,6,39,2,1
1910,36,766,1,1,1,0,8,10,2011,7,0,1,4,26,1,1
1911,36,767,1,1,1,0,8,10,2011,7,0,1,6,68,1,1
1912,36,768,1,1,1,0,8,10,2011,7,0,1,6,38,1,2
1913,36,768,2,1,1,0,8,10,2011,7,0,1,6,47,1,1
1914,36,769,1,1,1,0,8,10,2011,7,0,1,16,56,1,2
1915,36,770,1,1,1,0,8,10,2011,7,0,1,16,58,1,1
1916,36,770,1,2,1,0,8,10,2011,7,0,1,16,11,2,2
1917,36,770,2,1,1,0,8,10,2011,7,0,1,16,41,1,1
1918,36,771,0,1,2,10,12,10,2011,4,0,1,14,84,5,1
1919,36,771,1,1,2,10,12,10,2011,4,0,1,14,23,1,1
1920,36,772,1,1,10,0,13,10,2011,5,0,1,3,93,1,1
1921,36,773,1,1,1,0,9,10,2011,1,0,1,2,24,1,1
1922,36,773,1,2,1,0,9,10,2011,1,0,1,2,35,2,2
1923,36,773,1,3,1,0,9,10,2011,1,0,1,2,4,2,2
1924,36,773,2,1,1,0,9,10,2011,1,0,1,2,60,1,1
1925,36,773,2,2,1,0,9,10,2011,1,0,1,2,58,2,2
1926,36,774,1,1,3,10,14,10,2011,6,0,1,16,59,1,1
1927,36,774,2,1,3,10,14,10,2011,6,0,1,16,78,1,1
1928,36,775,0,1,1,0,11,10,2011,3,0,1,12,27,5,1
1929,36,775,1,1,1,0,11,10,2011,3,0,1,12,48,1,1
1930,36,776,1,1,2,0,12,10,2011,4,0,1,15,17,1,1
1931,36,776,1,2,2,0,12,10,2011,4,0,1,15,19,2,1
1932,36,777,1,1,1,0,15,10,2011,7,0,1,16,36,1,1
1933,36,777,1,2,1,0,15,10,2011,7,0,1,16,44,2,1
1934,36,777,2,1,1,0,15,10,2011,7,0,1,16,56,1,1
1935,36,777,2,2,1,0,15,10,2011,7,0,1,16,35,2,1
1936,36,778,1,1,10,0,12,10,2011,4,0,1,11,69,1,2
1937,36,778,2,1,10,0,12,10,2011,4,0,1,11,32,1,1
1938,36,778,2,2,10,0,12,10,2011,4,0,1,11,38,2,1
1939,36,779,1,1,1,0,9,9,2011,6,0,1,15,51,1,2
1940,36,779,1,2,1,0,9,9,2011,6,0,1,15,12,2,2
1941,36,779,1,3,1,0,9,9,2011,6,0,1,15,10,2,1
1942,36,779,2,1,1,0,9,9,2011,6,0,1,15,39,1,1
1943,36,780,1,1,1,0,15,10,2011,7,0,1,2,23,1,1
1944,36,781,0,1,10,0,16,10,2011,1,0,1,3,35,6,1
1945,36,781,1,1,10,0,16,10,2011,1,0,1,3,36,1,2
1946,36,782,1,1,10,0,17,10,2011,2,0,1,14,48,1,1
1947,36,782,1,2,10,0,17,10,2011,2,0,1,14,13,2,2
1948,36,783,1,1,1,0,16,10,2011,1,0,1,3,55,1,1
1949,36,783,2,1,1,0,16,10,2011,1,0,1,3,54,1,1
1950,36,783,2,2,1,0,16,10,2011,1,0,1,3,49,2,2
1951,36,784,0,1,1,0,17,10,2011,2,0,1,16,18,6,1
1952,36,784,1,1,1,0,17,10,2011,2,0,1,16,37,1,1
1953,36,784,1,2,1,0,17,10,2011,2,0,1,16,31,2,1
1954,36,785,1,1,10,0,20,10,2011,5,0,1,1,26,3,1
1955,36,785,1,2,10,0,20,10,2011,5,0,1,1,34,3,1
1956,36,785,2,1,10,0,20,10,2011,5,0,1,1,20,1,2
1957,36,786,1,1,10,0,22,10,2011,7,0,1,6,79,1,1
1958,36,786,1,2,10,0,22,10,2011,7,0,1,6,29,2,2
1959,36,786,1,3,10,0,22,10,2011,7,0,1,6,5,2,2
1960,36,786,1,4,10,0,22,10,2011,7,0,1,6,1,2,1
1961,36,786,2,1,10,0,22,10,2011,7,0,1,6,38,1,1
1962,36,786,2,2,10,0,22,10,2011,7,0,1,6,32,2,2
1963,36,786,2,3,10,0,22,10,2011,7,0,1,6,12,2,2
1964,36,786,2,4,10,0,22,10,2011,7,0,1,6,7,2,1
1965,36,786,2,5,10,0,22,10,2011,7,0,1,6,6,2,2
1966,36,787,1,1,1,0,23,10,2011,1,0,1,16,30,1,1
1967,36,788,1,1,10,0,21,10,2011,6,0,1,6,73,1,1
1968,36,789,1,1,1,0,7,10,2011,6,0,1,15,80,1,2
1969,36,790,0,1,1,0,16,10,2011,1,0,1,16,42,6,1
1970,36,790,1,1,1,0,16,10,2011,1,0,1,16,18,1,1
1971,36,791,0,1,10,0,1,10,2011,7,0,1,13,58,5,1
1972,36,791,1,1,10,0,1,10,2011,7,0,1,13,999,1,9
1973,36,792,1,1,1,0,23,10,2011,1,0,1,6,56,1,1
1974,36,792,2,1,1,0,23,10,2011,1,0,1,6,66,1,1
1975,36,793,1,1,1,0,23,10,2011,1,0,1,11,85,1,1
1976,36,794,1,1,10,0,11,10,2011,3,0,1,6,51,1,2
1977,36,794,1,2,10,0,11,10,2011,3,0,1,6,7,2,2
1978,36,794,2,1,10,0,11,10,2011,3,0,1,6,51,1,1
1979,36,795,1,1,10,0,23,10,2011,1,0,1,12,51,1,1
1980,36,796,1,1,10,0,24,10,2011,2,0,1,16,32,1,1
1981,36,796,1,2,10,0,24,10,2011,2,0,1,16,20,2,1
1982,36,796,2,1,10,0,24,10,2011,2,0,1,16,72,1,2
1983,36,797,1,1,1,0,8,10,2011,7,0,2,13,51,1,1
1984,36,797,1,2,1,0,8,10,2011,7,0,2,13,61,2,1
1985,36,797,2,1,1,0,8,10,2011,7,0,2,13,30,1,2
1986,36,797,2,2,1,0,8,10,2011,7,0,2,13,4,2,2
1987,36,797,2,3,1,0,8,10,2011,7,0,2,13,7,2,1
1988,36,797,2,4,1,0,8,10,2011,7,0,2,13,2,2,1
1989,36,798,0,1,1,0,6,10,2011,5,0,1,5,22,6,1
1990,36,798,1,1,1,0,6,10,2011,5,0,1,5,56,1,2
1991,36,798,2,1,1,0,6,10,2011,5,0,1,5,999,1,9
1992,36,799,0,1,1,0,25,10,2011,3,0,1,2,81,5,1
1993,36,799,1,1,1,0,25,10,2011,3,0,1,2,56,1,2
1994,36,800,0,1,1,0,24,10,2011,2,0,1,13,56,5,1
1995,36,800,1,1,1,0,24,10,2011,2,0,1,13,63,1,2
1996,36,801,0,1,1,0,25,10,2011,3,0,1,13,43,5,1
1997,36,801,1,1,1,0,25,10,2011,3,0,1,13,23,1,2
1998,36,802,1,1,1,0,26,10,2011,4,0,1,13,48,1,1
1999,36,802,2,1,1,0,26,10,2011,4,0,1,13,22,1,1
2000,36,803,1,1,10,0,26,10,2011,4,0,1,16,44,1,1
2001,36,803,2,1,10,0,26,10,2011,4,0,1,16,18,1,2
2002,36,804,1,1,4,0,27,10,2011,5,0,1,2,22,1,1
2003,36,805,0,1,98,0,27,10,2011,5,0,1,13,57,5,1
2004,36,805,1,1,98,0,27,10,2011,5,0,1,13,29,1,1
2005,36,805,1,2,98,0,27,10,2011,5,0,1,13,999,2,1
2006,36,806,1,1,2,0,27,10,2011,5,0,1,3,63,1,1
2007,36,806,1,2,2,0,27,10,2011,5,0,1,3,62,2,2
2008,36,806,2,1,2,0,27,10,2011,5,0,1,3,23,1,1
2009,36,807,0,1,2,0,27,10,2011,5,0,1,13,88,5,2
2010,36,807,1,1,2,0,27,10,2011,5,0,1,13,55,1,1
2011,36,808,0,1,1,0,9,9,2011,6,0,2,11,52,5,1
2012,36,808,0,2,1,0,9,9,2011,6,0,2,11,70,5,1
2013,36,808,2,1,1,0,9,9,2011,6,0,2,11,59,1,1
2014,36,809,1,1,2,0,27,10,2011,5,0,1,2,77,1,2
2015,36,809,1,2,2,0,27,10,2011,5,0,1,2,81,2,2
2016,36,809,2,1,2,0,27,10,2011,5,0,1,2,38,1,1
2017,36,810,0,1,1,0,8,10,2011,7,0,1,13,75,5,2
2018,36,810,1,1,1,0,8,10,2011,7,0,1,13,27,1,1
2019,36,811,0,1,1,0,18,10,2011,3,0,1,16,16,6,1
2020,36,811,1,1,1,0,18,10,2011,3,0,1,16,999,1,9
2021,36,812,1,1,1,0,28,8,2011,1,0,1,5,18,1,1
2022,36,812,1,2,1,0,28,8,2011,1,0,1,5,18,2,1
2023,36,812,1,3,1,0,28,8,2011,1,0,1,5,17,2,1
2024,36,813,1,1,1,0,28,10,2011,6,0,1,3,54,1,1
2025,36,814,1,1,10,0,26,10,2011,4,0,1,14,69,1,2
2026,36,814,1,2,10,0,26,10,2011,4,0,1,14,97,2,2
2027,36,815,0,1,1,0,28,10,2011,6,0,1,16,64,5,2
2028,36,815,1,1,1,0,28,10,2011,6,0,1,16,24,1,1
2029,36,816,0,1,5,0,28,10,2011,6,0,1,1,70,5,2
2030,36,816,1,1,5,0,28,10,2011,6,0,1,1,43,1,2
2031,36,817,0,1,10,0,28,10,2011,6,0,1,2,49,5,1
2032,36,817,1,1,10,0,28,10,2011,6,0,1,2,999,1,9
2033,36,818,1,1,10,0,28,10,2011,6,0,1,4,89,1,1
2034,36,818,2,1,10,0,28,10,2011,6,0,1,4,21,1,2
2035,36,818,2,2,10,0,28,10,2011,6,0,1,4,19,2,1
2036,36,819,1,1,10,0,29,10,2011,7,0,1,3,49,1,1
2037,36,820,0,1,10,0,30,10,2011,1,0,1,12,32,5,1
2038,36,820,1,1,10,0,30,10,2011,1,0,1,12,47,1,1
2039,36,821,0,1,4,0,28,10,2011,6,0,1,4,50,5,2
2040,36,821,1,1,4,0,28,10,2011,6,0,1,4,27,1,1
2041,36,822,1,1,1,0,28,10,2011,6,0,1,2,30,1,2
2042,36,822,1,2,1,0,28,10,2011,6,0,1,2,10,2,2
2043,36,822,2,1,1,0,28,10,2011,6,0,1,2,23,1,2
2044,36,823,1,1,1,0,28,10,2011,6,0,1,3,17,1,1
2045,36,823,2,1,1,0,28,10,2011,6,0,1,3,55,1,1
2046,36,823,3,1,1,0,28,10,2011,6,0,1,3,47,1,1
2047,36,824,0,1,10,0,26,10,2011,4,0,1,6,55,5,2
2048,36,824,1,1,10,0,26,10,2011,4,0,1,6,38,1,2
2049,36,825,0,1,1,0,30,10,2011,1,0,1,2,53,5,1
2050,36,825,1,1,1,0,30,10,2011,1,0,1,2,45,1,1
2051,36,827,0,1,4,0,29,10,2011,7,0,1,13,60,5,1
2052,36,827,1,1,4,0,29,10,2011,7,0,1,13,80,1,1
2053,36,828,1,1,2,10,30,10,2011,1,0,1,1,42,1,1
2054,36,828,1,2,2,10,30,10,2011,1,0,1,1,41,2,1
2055,36,828,1,3,2,10,30,10,2011,1,0,1,1,37,2,2
2056,36,829,0,1,3,10,30,10,2011,1,0,1,11,19,5,1
2057,36,829,0,2,3,10,30,10,2011,1,0,1,11,20,5,2
2058,36,829,1,1,3,10,30,10,2011,1,0,1,11,56,1,1
2059,36,830,1,1,1,0,31,10,2011,2,0,1,6,19,1,1
2060,36,831,0,1,1,0,1,10,2011,7,0,1,16,65,5,2
2061,36,831,1,1,1,0,1,10,2011,7,0,1,16,40,1,2
2062,36,832,0,1,1,0,5,10,2011,4,0,1,16,75,5,2
2063,36,832,1,1,1,0,5,10,2011,4,0,1,16,35,1,1
2064,36,833,1,1,4,0,29,10,2011,7,0,3,14,65,1,1
2065,36,833,1,2,4,0,29,10,2011,7,0,3,14,70,2,2
2066,36,833,1,3,4,0,29,10,2011,7,0,3,14,51,2,1
2067,36,833,1,4,4,0,29,10,2011,7,0,3,14,61,2,1
2068,36,833,2,1,4,0,29,10,2011,7,0,3,14,25,1,1
2069,36,834,0,1,1,0,24,10,2011,2,0,1,13,45,5,1
2070,36,834,1,1,1,0,24,10,2011,2,0,1,13,58,1,1
2071,36,835,1,1,1,0,31,10,2011,2,0,1,5,20,1,1
2072,36,835,1,2,1,0,31,10,2011,2,0,1,5,28,2,2
