obs,statenum,casenum,vnumber,pnumber,atmcond,atmcond2,accday,accmon,caseyear,dayofweek,holiday,numfatal,rfun,age,ptype,sex
515,36,214,1,1,1,0,10,5,2011,3,0,1,14,23,1,1
516,36,215,1,1,10,0,11,4,2011,2,0,1,2,27,1,1
517,36,216,1,1,1,0,9,5,2011,2,0,1,6,81,1,2
518,36,216,1,2,1,0,9,5,2011,2,0,1,6,81,2,1
519,36,217,1,1,1,0,28,3,2011,2,0,1,1,66,1,2
520,36,217,2,1,1,0,28,3,2011,2,0,1,1,31,1,1
521,36,218,1,1,10,0,30,4,2011,7,0,1,15,17,1,1
522,36,219,1,1,10,0,16,4,2011,7,0,1,6,18,1,1
523,36,220,1,1,1,0,20,4,2011,4,0,1,2,66,1,1
524,36,221,1,1,1,0,19,2,2011,7,3,1,16,28,1,1
525,36,221,1,2,1,0,19,2,2011,7,3,1,16,21,2,1
526,36,221,1,3,1,0,19,2,2011,7,3,1,16,22,2,1
527,36,222,1,1,10,0,1,4,2011,6,0,1,15,83,1,2
528,36,222,1,2,10,0,1,4,2011,6,0,1,15,79,2,2
529,36,222,1,3,10,0,1,4,2011,6,0,1,15,78,2,2
530,36,223,0,1,10,0,7,1,2011,6,0,1,16,36,6,1
531,36,223,1,1,10,0,7,1,2011,6,0,1,16,45,1,1
532,36,224,1,1,10,0,7,5,2011,7,0,1,3,59,1,1
533,36,224,2,1,10,0,7,5,2011,7,0,1,3,57,1,2
534,36,225,0,1,1,0,23,4,2011,7,0,1,16,14,5,1
535,36,225,1,1,1,0,23,4,2011,7,0,1,16,24,1,1
536,36,226,1,1,1,0,23,4,2011,7,0,1,14,43,1,1
537,36,226,1,2,1,0,23,4,2011,7,0,1,14,51,2,2
538,36,226,2,1,1,0,23,4,2011,7,0,1,14,34,1,1
539,36,227,0,1,10,0,2,2,2011,4,0,1,6,41,5,1
540,36,227,1,1,10,0,2,2,2011,4,0,1,6,31,1,1
541,36,228,1,1,1,0,9,5,2011,2,0,1,11,45,1,1
542,36,229,0,1,1,0,11,2,2011,6,0,1,13,62,5,1
543,36,229,1,1,1,0,11,2,2011,6,0,1,13,23,1,1
544,36,230,1,1,10,0,7,5,2011,7,0,1,3,28,1,1
545,36,231,0,1,10,0,1,4,2011,6,0,1,13,65,5,1
546,36,231,1,1,10,0,1,4,2011,6,0,1,13,999,1,9
547,36,232,0,1,2,0,16,4,2011,7,0,1,14,63,5,2
548,36,232,1,1,2,0,16,4,2011,7,0,1,14,33,1,1
549,36,233,0,1,1,0,9,5,2011,2,0,1,11,25,5,2
550,36,233,1,1,1,0,9,5,2011,2,0,1,11,36,1,1
551,36,234,0,1,1,0,27,2,2011,1,0,1,13,28,5,1
552,36,234,1,1,1,0,27,2,2011,1,0,1,13,999,1,9
553,36,235,1,1,1,0,26,4,2011,3,0,1,15,26,1,1
554,36,235,2,1,1,0,26,4,2011,3,0,1,15,24,1,2
555,36,236,1,1,1,0,30,4,2011,7,0,1,5,46,1,1
556,36,236,1,2,1,0,30,4,2011,7,0,1,5,19,2,2
557,36,236,1,3,1,0,30,4,2011,7,0,1,5,21,2,1
558,36,236,1,4,1,0,30,4,2011,7,0,1,5,21,2,1
559,36,236,2,1,1,0,30,4,2011,7,0,1,5,56,1,2
560,36,236,2,2,1,0,30,4,2011,7,0,1,5,57,2,1
561,36,237,1,1,1,0,14,5,2011,7,0,1,6,21,1,1
562,36,237,1,2,1,0,14,5,2011,7,0,1,6,21,2,1
563,36,238,1,1,10,0,5,5,2011,5,0,1,16,19,1,1
564,36,238,1,2,10,0,5,5,2011,5,0,1,16,19,2,1
565,36,239,0,1,1,0,11,5,2011,4,0,1,13,35,5,1
566,36,239,1,1,1,0,11,5,2011,4,0,1,13,34,1,1
567,36,239,2,1,1,0,11,5,2011,4,0,1,13,46,1,1
568,36,239,2,2,1,0,11,5,2011,4,0,1,13,999,2,2
569,36,240,1,1,1,0,11,4,2011,2,0,1,14,52,1,2
570,36,240,2,1,1,0,11,4,2011,2,0,1,14,44,1,1
571,36,241,1,1,10,0,20,5,2011,6,0,3,1,23,1,2
572,36,241,1,2,10,0,20,5,2011,6,0,3,1,39,2,2
573,36,241,1,3,10,0,20,5,2011,6,0,3,1,25,2,1
574,36,241,1,4,10,0,20,5,2011,6,0,3,1,45,2,1
575,36,242,1,1,1,0,25,5,2011,4,0,1,2,21,1,1
576,36,243,0,1,1,0,22,5,2011,1,0,1,6,29,5,1
577,36,243,1,1,1,0,22,5,2011,1,0,1,6,32,1,1
578,36,243,1,2,1,0,22,5,2011,1,0,1,6,29,2,2
579,36,244,1,1,1,0,17,4,2011,1,0,1,13,42,1,1
580,36,245,1,1,10,0,19,5,2011,5,0,1,2,51,1,1
581,36,245,2,1,10,0,19,5,2011,5,0,1,2,54,1,1
582,36,246,1,1,1,0,12,5,2011,5,0,1,13,33,1,1
583,36,246,2,1,1,0,12,5,2011,5,0,1,13,45,1,1
584,36,247,1,1,2,0,17,5,2011,3,0,1,16,48,1,1
585,36,248,1,1,1,0,13,5,2011,6,0,1,13,32,1,1
586,36,248,2,1,1,0,13,5,2011,6,0,1,13,50,1,2
587,36,249,0,1,1,0,20,5,2011,6,0,1,16,51,6,1
588,36,249,1,1,1,0,20,5,2011,6,0,1,16,41,1,2
589,36,249,1,2,1,0,20,5,2011,6,0,1,16,10,2,2
590,36,250,1,1,10,0,22,5,2011,1,0,1,2,20,1,1
591,36,250,1,2,10,0,22,5,2011,1,0,1,2,18,2,1
592,36,250,1,3,10,0,22,5,2011,1,0,1,2,20,2,1
593,36,250,2,1,10,0,22,5,2011,1,0,1,2,82,1,1
594,36,250,2,2,10,0,22,5,2011,1,0,1,2,77,2,2
595,36,251,1,1,10,0,19,5,2011,5,0,1,16,19,1,1
596,36,251,2,1,10,0,19,5,2011,5,0,1,16,37,1,1
597,36,251,3,1,10,0,19,5,2011,5,0,1,16,29,1,1
598,36,252,1,1,10,0,10,4,2011,1,0,1,3,65,1,2
599,36,252,2,1,10,0,10,4,2011,1,0,1,3,25,1,1
600,36,253,1,1,10,0,12,4,2011,3,0,1,6,26,1,1
601,36,254,1,1,10,0,16,5,2011,2,0,1,3,28,1,1
602,36,254,2,1,10,0,16,5,2011,2,0,1,3,51,1,1
603,36,255,1,1,1,0,21,5,2011,7,0,1,2,22,1,1
604,36,255,2,1,1,0,21,5,2011,7,0,1,2,35,1,2
605,36,256,1,1,2,0,16,5,2011,2,0,1,2,24,1,2
606,36,256,2,1,2,0,16,5,2011,2,0,1,2,46,1,1
607,36,256,3,1,2,0,16,5,2011,2,0,1,2,30,1,2
608,36,257,1,1,1,0,20,5,2011,6,0,1,6,37,1,1
609,36,257,1,2,1,0,20,5,2011,6,0,1,6,42,2,2
610,36,257,2,1,1,0,20,5,2011,6,0,1,6,39,1,1
611,36,258,1,1,1,0,25,5,2011,4,0,1,13,52,1,1
612,36,258,2,1,1,0,25,5,2011,4,0,1,13,25,1,2
613,36,259,1,1,4,0,22,1,2011,7,0,1,16,20,1,2
614,36,259,1,2,4,0,22,1,2011,7,0,1,16,21,2,2
615,36,259,1,3,4,0,22,1,2011,7,0,1,16,21,2,2
616,36,259,1,4,4,0,22,1,2011,7,0,1,16,20,2,2
617,36,259,2,1,4,0,22,1,2011,7,0,1,16,44,1,1
618,36,259,2,2,4,0,22,1,2011,7,0,1,16,40,2,2
619,36,260,1,1,10,0,30,5,2011,2,4,1,1,69,1,1
620,36,261,0,1,1,0,30,5,2011,2,4,1,16,6,5,1
621,36,261,1,1,1,0,30,5,2011,2,4,1,16,21,1,1
622,36,261,1,2,1,0,30,5,2011,2,4,1,16,25,2,1
623,36,262,1,1,1,0,20,5,2011,6,0,1,6,18,1,1
624,36,262,2,1,1,0,20,5,2011,6,0,1,6,65,1,1
625,36,263,1,1,1,0,11,5,2011,4,0,1,1,39,1,1
626,36,263,2,1,1,0,11,5,2011,4,0,1,1,28,1,1
627,36,264,0,1,1,0,4,6,2011,7,0,1,2,18,5,1
628,36,264,1,1,1,0,4,6,2011,7,0,1,2,34,1,1
629,36,264,2,1,1,0,4,6,2011,7,0,1,2,51,1,1
630,36,265,1,1,1,0,18,3,2011,6,0,1,3,35,1,1
631,36,266,0,1,1,0,4,3,2011,6,0,1,16,36,5,1
632,36,266,1,1,1,0,4,3,2011,6,0,1,16,18,1,2
633,36,267,0,1,1,0,18,3,2011,6,0,1,14,63,5,1
634,36,267,1,1,1,0,18,3,2011,6,0,1,14,28,1,1
635,36,267,1,2,1,0,18,3,2011,6,0,1,14,998,2,1
636,36,267,1,3,1,0,18,3,2011,6,0,1,14,998,2,1
637,36,268,1,1,1,0,7,3,2011,2,0,2,16,48,1,1
638,36,268,2,1,1,0,7,3,2011,2,0,2,16,56,1,1
639,36,268,2,2,1,0,7,3,2011,2,0,2,16,57,2,2
640,36,269,1,1,10,0,9,3,2011,4,0,1,14,28,1,2
641,36,269,1,2,10,0,9,3,2011,4,0,1,14,4,2,2
642,36,269,2,1,10,0,9,3,2011,4,0,1,14,23,1,1
643,36,270,1,1,10,0,4,6,2011,7,0,1,6,51,1,1
644,36,271,1,1,1,0,27,5,2011,6,4,1,3,30,1,2
645,36,271,1,2,1,0,27,5,2011,6,4,1,3,69,2,2
646,36,271,2,1,1,0,27,5,2011,6,4,1,3,47,1,1
647,36,272,1,1,1,0,8,6,2011,4,0,1,2,62,1,1
648,36,273,0,1,10,0,10,3,2011,5,0,1,16,47,5,1
649,36,273,1,1,10,0,10,3,2011,5,0,1,16,43,1,1
650,36,274,1,1,1,0,22,3,2011,3,0,1,16,85,1,2
651,36,274,1,2,1,0,22,3,2011,3,0,1,16,84,2,2
652,36,274,2,1,1,0,22,3,2011,3,0,1,16,46,1,1
653,36,274,3,1,1,0,22,3,2011,3,0,1,16,27,1,1
654,36,275,1,1,1,0,6,5,2011,6,0,1,16,22,1,1
655,36,275,1,2,1,0,6,5,2011,6,0,1,16,23,2,2
656,36,275,1,3,1,0,6,5,2011,6,0,1,16,1,2,1
657,36,275,1,4,1,0,6,5,2011,6,0,1,16,16,2,2
658,36,275,1,5,1,0,6,5,2011,6,0,1,16,21,2,1
659,36,276,0,1,1,0,9,5,2011,2,0,1,16,8,5,2
660,36,276,0,2,1,0,9,5,2011,2,0,1,16,7,5,1
661,36,276,1,1,1,0,9,5,2011,2,0,1,16,51,1,1
662,36,277,1,1,1,0,29,5,2011,1,4,1,4,23,1,2
663,36,277,1,2,1,0,29,5,2011,1,4,1,4,8,2,1
664,36,277,1,3,1,0,29,5,2011,1,4,1,4,0,2,1
665,36,277,2,1,1,0,29,5,2011,1,4,1,4,81,1,1
666,36,278,0,1,1,0,2,6,2011,5,0,1,14,52,6,1
667,36,278,1,1,1,0,2,6,2011,5,0,1,14,28,1,1
668,36,279,1,1,10,0,13,2,2011,1,0,3,13,24,1,1
669,36,279,1,2,10,0,13,2,2011,1,0,3,13,23,2,1
670,36,279,1,3,10,0,13,2,2011,1,0,3,13,21,2,1
671,36,280,0,1,1,0,12,5,2011,5,0,1,14,85,5,2
672,36,280,1,1,1,0,12,5,2011,5,0,1,14,34,1,2
673,36,280,1,2,1,0,12,5,2011,5,0,1,14,5,2,2
674,36,280,1,3,1,0,12,5,2011,5,0,1,14,9,2,1
675,36,281,1,1,10,0,26,5,2011,5,0,1,5,58,1,1
676,36,281,1,2,10,0,26,5,2011,5,0,1,5,56,2,2
677,36,282,0,1,1,0,15,4,2011,6,0,1,16,23,6,1
678,36,282,1,1,1,0,15,4,2011,6,0,1,16,52,1,2
679,36,283,1,1,1,0,10,6,2011,6,0,2,6,46,1,1
680,36,283,1,2,1,0,10,6,2011,6,0,2,6,19,2,1
681,36,284,1,1,10,0,13,6,2011,2,0,1,15,25,1,2
682,36,284,2,1,10,0,13,6,2011,2,0,1,15,42,1,1
683,36,285,1,1,10,0,15,4,2011,6,0,1,14,53,1,1
684,36,285,2,1,10,0,15,4,2011,6,0,1,14,49,1,1
685,36,286,1,1,1,0,11,5,2011,4,0,1,14,18,1,2
686,36,286,1,2,1,0,11,5,2011,4,0,1,14,19,2,2
687,36,286,1,3,1,0,11,5,2011,4,0,1,14,17,2,1
688,36,286,1,4,1,0,11,5,2011,4,0,1,14,18,2,1
689,36,286,1,5,1,0,11,5,2011,4,0,1,14,17,2,1
690,36,287,1,1,2,0,1,4,2011,6,0,1,16,38,1,1
691,36,287,2,1,2,0,1,4,2011,6,0,1,16,84,1,1
692,36,287,2,2,2,0,1,4,2011,6,0,1,16,82,2,2
693,36,287,2,3,2,0,1,4,2011,6,0,1,16,55,2,2
694,36,288,0,1,10,0,24,4,2011,1,0,1,16,39,6,1
695,36,288,1,1,10,0,24,4,2011,1,0,1,16,24,1,1
696,36,288,1,2,10,0,24,4,2011,1,0,1,16,33,2,2
697,36,288,1,3,10,0,24,4,2011,1,0,1,16,5,2,1
698,36,288,1,4,10,0,24,4,2011,1,0,1,16,6,2,2
699,36,289,1,1,1,0,30,5,2011,2,4,1,2,20,1,2
700,36,289,2,1,1,0,30,5,2011,2,4,1,2,52,1,1
701,36,289,2,2,1,0,30,5,2011,2,4,1,2,59,2,2
702,36,290,0,1,1,0,12,5,2011,5,0,1,16,49,5,2
703,36,290,0,2,1,0,12,5,2011,5,0,1,16,9,6,1
704,36,290,1,1,1,0,12,5,2011,5,0,1,16,16,1,2
705,36,290,1,2,1,0,12,5,2011,5,0,1,16,48,2,2
706,36,291,1,1,2,0,24,2,2011,5,0,1,13,29,1,1
707,36,291,1,2,2,0,24,2,2011,5,0,1,13,29,2,2
708,36,291,2,1,2,0,24,2,2011,5,0,1,13,29,1,1
709,36,292,0,1,2,0,16,3,2011,4,0,1,11,44,5,1
710,36,292,1,1,2,0,16,3,2011,4,0,1,11,999,1,9
711,36,293,0,1,10,0,25,3,2011,6,0,1,2,32,5,1
712,36,293,2,1,10,0,25,3,2011,6,0,1,2,19,1,2
713,36,293,3,1,10,0,25,3,2011,6,0,1,2,35,1,1
714,36,294,1,1,10,0,1,6,2011,4,0,1,5,25,1,1
715,36,295,1,1,1,0,4,4,2011,2,0,1,14,20,1,1
716,36,295,2,1,1,0,4,4,2011,2,0,1,14,38,1,2
717,36,295,2,2,1,0,4,4,2011,2,0,1,14,998,2,2
718,36,296,1,1,10,0,4,6,2011,7,0,1,1,57,1,1
719,36,297,1,1,1,0,21,5,2011,7,0,1,6,46,1,1
720,36,297,2,1,1,0,21,5,2011,7,0,1,6,60,1,1
721,36,297,2,2,1,0,21,5,2011,7,0,1,6,28,2,2
722,36,297,2,3,1,0,21,5,2011,7,0,1,6,21,2,1
723,36,297,2,4,1,0,21,5,2011,7,0,1,6,20,2,2
724,36,297,2,5,1,0,21,5,2011,7,0,1,6,54,2,2
725,36,298,1,1,10,0,10,6,2011,6,0,1,2,25,1,2
726,36,298,1,2,10,0,10,6,2011,6,0,1,2,23,2,2
727,36,299,1,1,1,0,5,6,2011,1,0,1,13,75,1,2
728,36,299,2,1,1,0,5,6,2011,1,0,1,13,45,1,1
729,36,300,1,1,10,0,26,5,2011,5,0,1,11,41,1,1
730,36,300,1,2,10,0,26,5,2011,5,0,1,11,21,2,2
731,36,301,0,1,1,0,9,6,2011,5,0,1,15,59,5,1
732,36,301,1,1,1,0,9,6,2011,5,0,1,15,55,1,1
733,36,301,1,2,1,0,9,6,2011,5,0,1,15,66,2,2
734,36,302,0,1,1,0,10,6,2011,6,0,1,16,64,5,2
735,36,302,1,1,1,0,10,6,2011,6,0,1,16,90,1,2
736,36,303,1,1,5,0,12,6,2011,1,0,2,5,29,1,1
737,36,303,1,2,5,0,12,6,2011,1,0,2,5,29,2,2
738,36,304,1,1,1,0,13,6,2011,2,0,1,6,23,1,2
739,36,305,1,1,1,0,15,6,2011,4,0,1,6,43,1,1
740,36,306,1,1,1,0,18,6,2011,7,0,1,6,48,1,1
741,36,307,0,1,1,0,26,3,2011,7,0,1,11,43,5,1
742,36,307,1,1,1,0,26,3,2011,7,0,1,11,72,1,1
743,36,308,1,1,1,0,8,6,2011,4,0,1,6,24,1,1
744,36,308,2,1,1,0,8,6,2011,4,0,1,6,31,1,1
745,36,309,1,1,2,0,25,6,2011,7,0,2,15,20,1,1
746,36,309,1,2,2,0,25,6,2011,7,0,2,15,23,2,1
747,36,310,1,1,10,0,14,6,2011,3,0,1,6,51,1,1
748,36,311,1,1,10,0,13,6,2011,2,0,1,13,29,1,1
749,36,311,2,1,10,0,13,6,2011,2,0,1,13,28,1,2
750,36,312,1,1,10,0,13,5,2011,6,0,1,2,18,1,1
751,36,313,1,1,1,0,18,6,2011,7,0,1,6,57,1,2
752,36,314,1,1,1,0,24,4,2011,1,0,1,16,46,1,1
753,36,314,2,1,1,0,24,4,2011,1,0,1,16,50,1,1
754,36,314,2,2,1,0,24,4,2011,1,0,1,16,47,2,2
755,36,315,1,1,1,0,9,5,2011,2,0,1,2,45,1,1
756,36,315,2,1,1,0,9,5,2011,2,0,1,2,60,1,1
757,36,315,2,2,1,0,9,5,2011,2,0,1,2,87,2,1
758,36,316,1,1,1,0,14,3,2011,2,0,1,1,36,1,1
759,36,317,0,1,1,0,20,3,2011,1,0,1,13,23,5,1
760,36,317,1,1,1,0,20,3,2011,1,0,1,13,35,1,1
761,36,318,0,1,10,0,31,3,2011,5,0,1,13,56,5,2
762,36,318,1,1,10,0,31,3,2011,5,0,1,13,51,1,1
763,36,320,1,1,1,0,6,4,2011,4,0,1,16,39,1,1
764,36,320,1,2,1,0,6,4,2011,4,0,1,16,38,2,2
765,36,321,0,1,1,0,28,3,2011,2,0,1,13,68,5,1
766,36,321,1,1,1,0,28,3,2011,2,0,1,13,35,1,1
767,36,321,1,2,1,0,28,3,2011,2,0,1,13,31,2,2
768,36,322,1,1,1,0,2,4,2011,7,0,1,16,23,1,1
769,36,322,1,2,1,0,2,4,2011,7,0,1,16,27,2,1
770,36,322,1,3,1,0,2,4,2011,7,0,1,16,22,2,1
771,36,322,1,4,1,0,2,4,2011,7,0,1,16,23,2,1
772,36,322,1,5,1,0,2,4,2011,7,0,1,16,27,2,1
773,36,323,1,1,1,0,28,3,2011,2,0,1,11,41,1,1
774,36,323,1,2,1,0,28,3,2011,2,0,1,11,36,2,1
775,36,323,2,1,1,0,28,3,2011,2,0,1,11,35,1,1
776,36,324,1,1,10,0,28,5,2011,7,4,1,2,31,1,1
777,36,324,2,1,10,0,28,5,2011,7,4,1,2,51,1,1
778,36,325,1,1,2,0,13,4,2011,4,0,1,16,51,1,1
779,36,325,1,2,2,0,13,4,2011,4,0,1,16,23,2,1
780,36,325,2,1,2,0,13,4,2011,4,0,1,16,63,1,2
781,36,325,2,2,2,0,13,4,2011,4,0,1,16,64,2,1
782,36,326,1,1,10,0,9,3,2011,4,0,1,13,43,1,1
783,36,326,1,2,10,0,9,3,2011,4,0,1,13,44,2,1
784,36,326,1,3,10,0,9,3,2011,4,0,1,13,33,2,1
785,36,326,1,4,10,0,9,3,2011,4,0,1,13,37,2,1
786,36,326,1,5,10,0,9,3,2011,4,0,1,13,23,2,1
787,36,326,1,6,10,0,9,3,2011,4,0,1,13,42,2,1
788,36,326,2,1,10,0,9,3,2011,4,0,1,13,25,1,1
789,36,326,2,2,10,0,9,3,2011,4,0,1,13,23,2,1
790,36,326,2,3,10,0,9,3,2011,4,0,1,13,39,2,1
791,36,326,2,4,10,0,9,3,2011,4,0,1,13,21,2,1
792,36,326,2,5,10,0,9,3,2011,4,0,1,13,53,2,1
793,36,326,2,6,10,0,9,3,2011,4,0,1,13,22,2,1
794,36,326,2,7,10,0,9,3,2011,4,0,1,13,21,2,1
795,36,326,2,8,10,0,9,3,2011,4,0,1,13,59,2,1
796,36,326,2,9,10,0,9,3,2011,4,0,1,13,22,2,1
797,36,327,1,1,1,0,10,4,2011,1,0,1,15,23,1,1
798,36,327,1,2,1,0,10,4,2011,1,0,1,15,998,2,1
799,36,328,1,1,1,0,16,4,2011,7,0,1,16,17,1,1
800,36,328,1,2,1,0,16,4,2011,7,0,1,16,17,2,1
801,36,328,1,3,1,0,16,4,2011,7,0,1,16,16,2,1
802,36,329,1,1,1,0,25,4,2011,2,0,1,16,31,1,1
803,36,329,2,1,1,0,25,4,2011,2,0,1,16,72,1,1
804,36,330,1,1,1,0,17,4,2011,1,0,1,5,56,1,1
805,36,330,2,1,1,0,17,4,2011,1,0,1,5,19,1,1
806,36,330,2,2,1,0,17,4,2011,1,0,1,5,22,2,1
807,36,330,2,3,1,0,17,4,2011,1,0,1,5,19,2,1
808,36,330,2,4,1,0,17,4,2011,1,0,1,5,22,2,1
809,36,331,1,1,1,0,12,5,2011,5,0,1,6,25,1,1
810,36,331,2,1,1,0,12,5,2011,5,0,1,6,50,1,1
811,36,332,1,1,10,0,29,5,2011,1,4,1,2,46,1,1
812,36,332,1,2,10,0,29,5,2011,1,4,1,2,14,2,1
813,36,332,2,1,10,0,29,5,2011,1,4,1,2,64,1,1
814,36,332,2,2,10,0,29,5,2011,1,4,1,2,64,2,2
815,36,333,0,1,10,0,28,4,2011,5,0,1,16,41,5,2
816,36,333,1,1,10,0,28,4,2011,5,0,1,16,63,1,1
817,36,333,2,1,10,0,28,4,2011,5,0,1,16,27,1,1
818,36,333,2,2,10,0,28,4,2011,5,0,1,16,22,2,2
819,36,334,1,1,10,0,30,4,2011,7,0,1,16,40,1,1
820,36,334,2,1,10,0,30,4,2011,7,0,1,16,57,1,1
821,36,335,0,1,1,0,5,5,2011,5,0,1,13,22,6,1
822,36,335,1,1,1,0,5,5,2011,5,0,1,13,25,1,1
823,36,335,1,2,1,0,5,5,2011,5,0,1,13,39,2,1
824,36,336,1,1,1,0,9,6,2011,5,0,1,6,40,1,1
825,36,337,0,1,1,0,26,5,2011,5,0,1,16,22,5,1
826,36,337,1,1,1,0,26,5,2011,5,0,1,16,39,1,1
827,36,338,1,1,1,0,7,6,2011,3,0,1,11,27,1,1
828,36,339,1,1,1,0,21,6,2011,3,0,1,16,24,1,1
829,36,339,2,1,1,0,21,6,2011,3,0,1,16,22,1,1
830,36,339,2,2,1,0,21,6,2011,3,0,1,16,25,2,2
831,36,340,0,1,10,0,26,6,2011,1,0,1,14,54,6,2
832,36,340,1,1,10,0,26,6,2011,1,0,1,14,45,1,2
833,36,341,1,1,10,0,28,5,2011,7,4,1,6,55,1,2
834,36,341,2,1,10,0,28,5,2011,7,4,1,6,31,1,1
835,36,342,1,1,10,0,26,6,2011,1,0,1,6,61,1,1
836,36,343,1,1,1,0,22,6,2011,4,0,1,2,22,1,1
837,36,343,1,2,1,0,22,6,2011,4,0,1,2,20,2,2
838,36,344,1,1,10,0,12,6,2011,1,0,1,3,64,1,1
839,36,344,2,1,10,0,12,6,2011,1,0,1,3,60,1,1
840,36,344,3,1,10,0,12,6,2011,1,0,1,3,32,1,1
841,36,344,3,2,10,0,12,6,2011,1,0,1,3,24,2,2
842,36,345,0,1,1,0,12,3,2011,7,0,1,16,41,5,1
843,36,345,1,1,1,0,12,3,2011,7,0,1,16,999,1,9
844,36,346,0,1,5,0,17,6,2011,6,0,1,13,29,6,1
845,36,346,1,1,5,0,17,6,2011,6,0,1,13,71,1,2
846,36,347,1,1,10,0,14,6,2011,3,0,1,3,63,1,1
847,36,347,2,1,10,0,14,6,2011,3,0,1,3,71,1,1
848,36,348,1,1,1,0,25,6,2011,7,0,1,6,31,1,1
849,36,349,0,1,1,0,7,5,2011,7,0,1,16,29,5,1
850,36,349,1,1,1,0,7,5,2011,7,0,1,16,57,1,1
851,36,350,1,1,10,0,26,6,2011,1,0,1,13,28,1,1
852,36,351,0,1,10,0,26,6,2011,1,0,1,1,24,5,1
853,36,351,1,1,10,0,26,6,2011,1,0,1,1,32,1,1
854,36,352,0,1,10,0,27,6,2011,2,0,1,6,14,6,1
855,36,352,1,1,10,0,27,6,2011,2,0,1,6,43,1,1
856,36,353,0,1,2,0,24,4,2011,1,0,1,16,31,5,1
857,36,353,1,1,2,0,24,4,2011,1,0,1,16,63,1,2
858,36,353,1,2,2,0,24,4,2011,1,0,1,16,12,2,2
859,36,353,1,3,2,0,24,4,2011,1,0,1,16,7,2,2
860,36,353,1,4,2,0,24,4,2011,1,0,1,16,2,2,2
861,36,354,1,1,10,0,12,6,2011,1,0,2,6,26,1,1
862,36,354,2,1,10,0,12,6,2011,1,0,2,6,77,1,1
863,36,355,1,1,1,0,21,6,2011,3,0,1,13,82,1,1
864,36,355,1,2,1,0,21,6,2011,3,0,1,13,82,2,2
865,36,355,2,1,1,0,21,6,2011,3,0,1,13,70,1,2
866,36,355,3,1,1,0,21,6,2011,3,0,1,13,57,1,2
867,36,356,1,1,1,0,8,4,2011,6,0,1,2,33,1,2
868,36,357,1,1,1,0,26,4,2011,3,0,1,3,42,1,1
869,36,357,2,1,1,0,26,4,2011,3,0,1,3,18,1,1
870,36,358,1,1,1,0,18,6,2011,7,0,1,16,28,1,1
871,36,358,1,2,1,0,18,6,2011,7,0,1,16,27,2,1
872,36,358,2,1,1,0,18,6,2011,7,0,1,16,24,1,1
873,36,359,1,1,10,0,31,3,2011,5,0,1,1,23,1,1
874,36,360,0,1,1,0,27,5,2011,6,0,1,16,62,5,1
875,36,360,1,1,1,0,27,5,2011,6,0,1,16,51,1,1
876,36,361,1,1,10,0,16,5,2011,2,0,1,13,50,1,1
877,36,361,1,2,10,0,16,5,2011,2,0,1,13,73,2,1
878,36,362,0,1,98,0,4,6,2011,7,0,1,16,16,6,2
879,36,362,1,1,98,0,4,6,2011,7,0,1,16,26,1,2
880,36,363,0,1,1,0,7,6,2011,3,0,1,13,51,5,1
881,36,363,1,1,1,0,7,6,2011,3,0,1,13,999,1,9
882,36,364,1,1,10,0,15,6,2011,4,0,1,1,35,1,1
883,36,364,2,1,10,0,15,6,2011,4,0,1,1,63,1,1
884,36,365,0,1,1,0,15,6,2011,4,0,1,13,22,5,1
885,36,365,1,1,1,0,15,6,2011,4,0,1,13,38,1,1
886,36,366,1,1,1,0,17,6,2011,6,0,1,6,29,1,1
887,36,367,1,1,1,0,15,6,2011,4,0,1,16,26,1,2
888,36,367,2,1,1,0,15,6,2011,4,0,1,16,43,1,1
889,36,368,0,1,2,0,17,5,2011,3,0,1,2,59,5,1
890,36,368,1,1,2,0,17,5,2011,3,0,1,2,46,1,1
891,36,369,0,1,1,0,19,6,2011,1,0,1,14,21,5,2
892,36,369,1,1,1,0,19,6,2011,1,0,1,14,36,1,1
893,36,370,1,1,1,0,20,6,2011,2,0,1,16,85,1,2
894,36,370,1,2,1,0,20,6,2011,2,0,1,16,73,2,2
895,36,371,1,1,1,0,7,6,2011,3,0,1,11,29,1,1
896,36,371,1,2,1,0,7,6,2011,3,0,1,11,21,2,2
897,36,371,2,1,1,0,7,6,2011,3,0,1,11,47,1,1
898,36,372,0,1,1,0,20,6,2011,2,0,1,13,25,5,1
899,36,372,1,1,1,0,20,6,2011,2,0,1,13,999,1,9
900,36,373,1,1,1,0,21,6,2011,3,0,1,1,22,1,2
901,36,373,1,2,1,0,21,6,2011,3,0,1,1,24,2,1
902,36,374,1,1,1,0,8,6,2011,4,0,2,2,47,1,1
903,36,374,2,1,1,0,8,6,2011,4,0,2,2,64,1,1
904,36,374,2,2,1,0,8,6,2011,4,0,2,2,60,2,2
905,36,375,0,1,1,0,21,6,2011,3,0,1,3,14,5,2
906,36,375,1,1,1,0,21,6,2011,3,0,1,3,85,1,1
907,36,376,1,1,1,0,8,6,2011,4,0,1,2,66,1,1
908,36,377,1,1,10,0,26,6,2011,1,0,1,16,55,1,2
909,36,378,0,1,1,0,27,6,2011,2,0,1,13,54,6,1
910,36,378,1,1,1,0,27,6,2011,2,0,1,13,24,1,1
911,36,379,0,1,1,0,28,6,2011,3,0,1,16,6,5,2
